Year,Target CO2 emissions [kg],Target CO2 dT [K],"CO2 emissions [kg] - breakthrough AC technology with high growth, ReFuelEU extended, no H2 AC","CO2 emissions [kg] - breakthrough AC technology with high growth, ReFuelEU extended, with H2 AC","CO2 emissions [kg] - breakthrough AC technology with high growth, no ReFuelEU, no H2 AC","CO2 emissions [kg] - business-as-usual AC technology with degrowth, ReFuelEU extended, no H2 AC","CO2 emissions [kg] - business-as-usual AC technology with degrowth, ReFuelEU extended, with H2 AC","CO2 emissions [kg] - business-as-usual AC technology with degrowth, no ReFuelEU, no H2 AC","CO2 emissions [kg] - optimistic AC technology with low growth, ReFuelEU extended, no H2 AC","CO2 emissions [kg] - optimistic AC technology with low growth, ReFuelEU extended, with H2 AC","CO2 emissions [kg] - optimistic AC technology with low growth, no ReFuelEU, no H2 AC","Temperature change [K] - breakthrough AC technology with high growth, ReFuelEU extended, no H2 AC","Temperature change [K] - breakthrough AC technology with high growth, ReFuelEU extended, with H2 AC","Temperature change [K] - breakthrough AC technology with high growth, no ReFuelEU, no H2 AC","Temperature change [K] - business-as-usual AC technology with degrowth, ReFuelEU extended, no H2 AC","Temperature change [K] - business-as-usual AC technology with degrowth, ReFuelEU extended, with H2 AC","Temperature change [K] - business-as-usual AC technology with degrowth, no ReFuelEU, no H2 AC","Temperature change [K] - optimistic AC technology with low growth, ReFuelEU extended, no H2 AC","Temperature change [K] - optimistic AC technology with low growth, ReFuelEU extended, with H2 AC","Temperature change [K] - optimistic AC technology with low growth, no ReFuelEU, no H2 AC","Temperature change from CO2 emissions [K] - breakthrough AC technology with high growth, ReFuelEU extended, no H2 AC","Temperature change from CO2 emissions [K] - breakthrough AC technology with high growth, ReFuelEU extended, with H2 AC","Temperature change from CO2 emissions [K] - breakthrough AC technology with high growth, no ReFuelEU, no H2 AC","Temperature change from CO2 emissions [K] - business-as-usual AC technology with degrowth, ReFuelEU extended, no H2 AC","Temperature change from CO2 emissions [K] - business-as-usual AC technology with degrowth, ReFuelEU extended, with H2 AC","Temperature change from CO2 emissions [K] - business-as-usual AC technology with degrowth, no ReFuelEU, no H2 AC","Temperature change from CO2 emissions [K] - optimistic AC technology with low growth, ReFuelEU extended, no H2 AC","Temperature change from CO2 emissions [K] - optimistic AC technology with low growth, ReFuelEU extended, with H2 AC","Temperature change from CO2 emissions [K] - optimistic AC technology with low growth, no ReFuelEU, no H2 AC"
2054,0.0,0.0010901249999999997,67285739549.14148,59009336024.734535,179322479038.4881,25343133402.9062,24691826128.881565,68491065083.28849,43303104611.115425,40578726790.67253,116212258635.01802,0.007832885743215263,0.006819895567923927,0.013162720951900011,0.002820893884304932,0.002615764693177108,0.0044223107076730855,0.004771729096365447,0.004283427581095572,0.007773971912453761,0.0019561526569778277,0.0019082664178165776,0.0024850696662937813,0.0010176459225654559,0.0010124489430244227,0.0012217428719599778,0.001462607088961398,0.001448530730458427,0.0018157440101980032
2055,0.0,0.0010901249999999997,60406901073.42715,50919984355.501144,177660691269.88376,22621940700.16972,21606257041.152847,68088391152.77846,38618463429.719086,34776077449.27333,114530530203.74304,0.007730518118428844,0.006672263547890871,0.013384155813646322,0.0027806510475790976,0.0025703271278753573,0.004449447714533853,0.0046772716451228494,0.004155526513354663,0.007821063617300726,0.00198333576246087,0.0019311804107765532,0.002565016977365229,0.0010278257958805323,0.0010221717586929415,0.0012523826479787282,0.0014799853975047718,0.0014641799653105998,0.0018672827487896876
2056,0.0,0.0010901249999999997,54316353687.64002,44766114120.3274,176010456376.58493,20798992121.450073,19187297009.51008,67680028026.63571,34396086367.606636,30429113237.00705,112842648288.85498,0.007628123618011198,0.00652664747866226,0.013611179555405164,0.0027401264173758065,0.0025240925500460733,0.0044751787593013655,0.004583319768123808,0.004029064659702221,0.007867854743272428,0.002007778121620308,0.0019513251621307006,0.002644221682734692,0.0010371853423351849,0.001030806042347221,0.0012828386605907144,0.0014954636363701946,0.001477873066267253,0.0019180619405196725
2057,0.0,0.0010901249999999997,51087461760.32944,42556970446.02237,177169063043.57217,18638120064.47469,17192180187.42665,67491413088.89483,31549903932.417557,28040951129.4532,112442107461.60548,0.007602827877847452,0.006490878433513359,0.013925181873402791,0.0027052874833401247,0.002490171881648451,0.004506454988964851,0.0045251303782322784,0.003961683857009483,0.007952275047347756,0.002030767479412456,0.0019704757988314105,0.0027239477611043,0.0010455724963641983,0.001038542523431563,0.0013132097964807172,0.0015096610931397824,0.001490491494275507,0.001968660888877395
2058,0.0,0.0010901249999999997,45801092836.481064,37431800116.62849,178375003906.8743,16358333448.758093,14663268459.671837,67211940833.25722,27865247370.408524,24256367120.55148,112043763580.79584,0.007576835269165798,0.00645758740268545,0.014244832379708422,0.0026609579359295186,0.0024304348094919734,0.004527327657276989,0.004466897901731452,0.0038960165328377457,0.008036107670771111,0.0020513779711888724,0.0019873201088838935,0.002804216512862393,0.0010529337464161397,0.0010451409942384153,0.001343455169855683,0.0015222004544564662,0.0015014068594797552,0.0020190805824887533
2059,0.0,0.0010901249999999997,40468917479.33563,32238974161.691914,179633421344.94177,14185363860.830605,12313186956.08498,66686004850.914116,24255422472.785316,20510325345.993496,111649516364.98764,0.007551157900680148,0.00642847772913847,0.01457104471081361,0.0026172496406719203,0.0023718026005816384,0.0045478068583036275,0.004409478614870235,0.0038333709287442395,0.00812011877173735,0.0020695889840545737,0.0020018276472566553,0.002885051552467617,0.0010593171601535134,0.0010506819283686536,0.0013734638720385942,0.0015331153945692196,0.0015106365058854523,0.0020693228648529976
2060,0.0,0.0010901249999999997,34869485580.40088,26841622213.43541,180952080294.31805,11875302120.559845,9911740741.59157,66162684068.003075,20494443703.537544,16659033383.515148,111266155959.24849,0.007526364355680649,0.006405327700904202,0.014904432949335166,0.0025742874988616687,0.002315453534006322,0.004568094678483341,0.004353196266375257,0.0037751449621012166,0.008204673779892287,0.0020852802525657545,0.002013906377252701,0.00296647998860006,0.0010646610461077653,0.0010551422117023698,0.0014032370798691956,0.0015423378942358117,0.001518133070908034,0.0021193926350346597
2061,0.0,0.0010901249999999997,28553832947.985397,21062541312.47322,182317635876.46512,9260421892.839462,9106655679.812197,65644255966.998985,16180644248.801613,13539825907.593788,110883038570.15958,0.007658025370891826,0.006516250975574647,0.015244041168241308,0.0025709219263120925,0.0023002275925963554,0.004587689133067521,0.004375325519430524,0.003791642203609575,0.008288879773545641,0.0020981294773923477,0.0020233845208433143,0.0030485229247444695,0.001068828235959543,0.0010592402067582853,0.001432776995054345,0.0015496191841477725,0.0015242259925664513,0.0021692900023912317
2062,0.0,0.0010901249999999997,28173876688.708084,20597632063.764572,183727102418.83768,8938258021.371353,8794334976.571056,65115704448.70515,15724638346.373032,13090337382.75005,110493436485.97264,0.007792639741389524,0.006629888760705882,0.015590719104177706,0.002567180015747695,0.00228470097891923,0.004606892911110165,0.0043973359109162335,0.0038081558442806737,0.008373283738747649,0.0021108077219022664,0.002032653455272008,0.0031312001208329467,0.0010728504520691603,0.0010631976574977421,0.0014620790620562625,0.0015566952714036403,0.0015301166443886889,0.0022190120488099195
2063,0.0,0.0010901249999999997,27796610899.82483,20138451460.48584,185192235026.59436,8620674009.171112,8488022409.997044,64587652248.58719,15273345317.603554,12648152572.82508,110107993252.51213,0.0079302877767947,0.006746324803983812,0.01594464196048092,0.0025630651543568648,0.002268877299267528,0.004625706235569127,0.004419232805015574,0.0038246932373920224,0.00845789107813241,0.0021233161968071874,0.002041715758429227,0.003214536626594914,0.0010767297553732874,0.001067017267582241,0.0014911435055681268,0.0015635682767965618,0.0015358083130464601,0.00226856064577355
2064,0.0,0.0010901249999999997,27478932261.093872,19692217335.40539,186793433651.38867,8365232150.420205,8187647652.139184,64097995411.30453,14884301805.201553,12213224055.230534,109791559083.4282,0.008071076987338836,0.006865647330991421,0.01630602439969972,0.0025586066116109023,0.0022527601605825858,0.004644146330066361,0.004441047442097773,0.003841261722231582,0.008542736315437817,0.0021356817163246796,0.0020505772562301595,0.0032985936717380387,0.0010804941098409766,0.0010707017090257035,0.0015199876035032138,0.0015702662126089026,0.0015413042638713138,0.0023179668473610926
2065,0.0,0.0010901249999999997,29436420656.05548,19736620242.569115,188299252420.0923,10154840722.496658,7893497140.876291,63532969214.57033,16625931551.532791,12000510527.491844,109349535741.79579,0.008216112780374077,0.006988146561597381,0.016674980407961344,0.002554725298936183,0.002236353069605238,0.00466217939634506,0.004463741152376263,0.003857953495229256,0.008627766714242684,0.0021489281056199044,0.0020594587353393156,0.0033833283353270805,0.0010850637881661,0.0010742537827390978,0.0015485774396497703,0.0015777478818070924,0.0015467044936086853,0.0023671741384449006
2066,0.0,0.0010901249999999997,34257013572.706036,26029925789.203606,189938689785.4481,10859065733.4478,7617907124.646289,63007135652.79635,19123583800.969177,12078438714.683586,108977950362.26738,0.00836634895006265,0.007116325275343799,0.017051730435074956,0.0025507799601961556,0.002219495521182612,0.004679823031492695,0.004487383082096062,0.0038746026972446288,0.008713017519011487,0.002164343761727622,0.0020711722019444573,0.003468800745730532,0.0010899503677461516,0.0010776818409451885,0.0015769306506935286,0.0015863534945175285,0.0015521397910302928,0.002416214216107921
2067,0.0,0.0010901249999999997,32689601822.767536,23345531078.472397,191638119842.8656,10661369836.435478,7092480441.494968,62481790847.30938,18515833756.64612,13382919386.410902,108610550545.75153,0.008516593910511419,0.007242522576155099,0.017433979598275955,0.0025467644034897173,0.002203045213667611,0.00469748668129668,0.004510379324567668,0.003891456378610548,0.008798284156036479,0.002179054082547867,0.00208167769092977,0.003555037899659822,0.0010947479841725476,0.0010808734571438614,0.001605047456574818,0.0015946856197080193,0.0015581621047541776,0.002465088963853509
2068,0.0,0.0010901249999999997,32751286624.584446,23729873291.17532,193402863228.21204,10294143672.366035,6919651817.346384,61956934798.10941,17986941926.35299,14076705741.74772,108247435177.69215,0.008668491406729144,0.007369473519918196,0.017822770536881104,0.0025425990214445067,0.0021871720531192445,0.00471516554312167,0.004532666826981002,0.003908041153761354,0.008883462833970372,0.0021937921615289304,0.002092356133910799,0.003642069188112517,0.001099380348825112,0.0010839873004616673,0.0016329280772339671,0.0016027797435748782,0.0015644966223379642,0.0025138003096834708
2069,0.0,0.0010901249999999997,31557749492.843903,22382089426.41079,193877216655.6214,9969735018.948814,6028534032.419828,61527921131.16806,17536188457.893127,13768426621.005547,107767475904.03058,0.00876803589989169,0.007417760914787119,0.018163872606145597,0.0025474447030510647,0.002197240899115634,0.004742055148896003,0.004548948986975736,0.003913116562145657,0.008963100472501234,0.00220799314880071,0.002102428074152684,0.003729313935607547,0.0011038667295836392,0.001086700140776256,0.0016606156417429928,0.0016106710283809301,0.0015706924143174166,0.002562295673840285
2070,0.0,0.0010901249999999997,29353905924.412888,19581305136.361526,194227358176.56372,9558736252.689186,7398120063.596436,61346759761.230545,16177641379.744576,11915289297.974419,107147773879.2124,0.008885608488724906,0.007490651819663956,0.018528509816693094,0.002551726231626821,0.0022073174122574503,0.004768691063487948,0.004560576673760619,0.003910011296878826,0.009038912417386587,0.002221202406466696,0.0021112396614640463,0.0038167162467870005,0.0011081681608973494,0.0010900292948048747,0.0016882216836355466,0.0016179509670018152,0.0015760542945015053,0.0026105121720859303
