Year,"high-performance AC with high growth, no ReFuelEU, no H2 AC - CO2 emissions, total [kg]","high-performance AC with high growth, no ReFuelEU, no H2 AC - CO2 emissions, contribution aircraft system [kg]","high-performance AC with high growth, no ReFuelEU, no H2 AC - CO2 emissions, contribution fossil kerosene well-to-tank [kg]","high-performance AC with high growth, no ReFuelEU, no H2 AC - CO2 emissions, contribution fossil kerosene tank-to-wake [kg]","high-performance AC with high growth, no ReFuelEU, no H2 AC - CO2 emissions, contribution AAF well-to-tank infrastructure [kg]","high-performance AC with high growth, no ReFuelEU, no H2 AC - CO2 emissions, contribution AAF well-to-tank operations [kg]","high-performance AC with high growth, no ReFuelEU, no H2 AC - CO2 emissions, contribution AAF tank-to-wake [kg]","high-performance AC with high growth, ReFuelEU extended, no H2 AC - CO2 emissions, total [kg]","high-performance AC with high growth, ReFuelEU extended, no H2 AC - CO2 emissions, contribution aircraft system [kg]","high-performance AC with high growth, ReFuelEU extended, no H2 AC - CO2 emissions, contribution fossil kerosene well-to-tank [kg]","high-performance AC with high growth, ReFuelEU extended, no H2 AC - CO2 emissions, contribution fossil kerosene tank-to-wake [kg]","high-performance AC with high growth, ReFuelEU extended, no H2 AC - CO2 emissions, contribution AAF well-to-tank infrastructure [kg]","high-performance AC with high growth, ReFuelEU extended, no H2 AC - CO2 emissions, contribution AAF well-to-tank operations [kg]","high-performance AC with high growth, ReFuelEU extended, no H2 AC - CO2 emissions, contribution AAF tank-to-wake [kg]","high-performance AC with high growth, ReFuelEU extended, with H2 AC - CO2 emissions, total [kg]","high-performance AC with high growth, ReFuelEU extended, with H2 AC - CO2 emissions, contribution aircraft system [kg]","high-performance AC with high growth, ReFuelEU extended, with H2 AC - CO2 emissions, contribution fossil kerosene well-to-tank [kg]","high-performance AC with high growth, ReFuelEU extended, with H2 AC - CO2 emissions, contribution fossil kerosene tank-to-wake [kg]","high-performance AC with high growth, ReFuelEU extended, with H2 AC - CO2 emissions, contribution AAF well-to-tank infrastructure [kg]","high-performance AC with high growth, ReFuelEU extended, with H2 AC - CO2 emissions, contribution AAF well-to-tank operations [kg]","high-performance AC with high growth, ReFuelEU extended, with H2 AC - CO2 emissions, contribution AAF tank-to-wake [kg]","mid-performance AC with low growth, no ReFuelEU, no H2 AC - CO2 emissions, total [kg]","mid-performance AC with low growth, no ReFuelEU, no H2 AC - CO2 emissions, contribution aircraft system [kg]","mid-performance AC with low growth, no ReFuelEU, no H2 AC - CO2 emissions, contribution fossil kerosene well-to-tank [kg]","mid-performance AC with low growth, no ReFuelEU, no H2 AC - CO2 emissions, contribution fossil kerosene tank-to-wake [kg]","mid-performance AC with low growth, no ReFuelEU, no H2 AC - CO2 emissions, contribution AAF well-to-tank infrastructure [kg]","mid-performance AC with low growth, no ReFuelEU, no H2 AC - CO2 emissions, contribution AAF well-to-tank operations [kg]","mid-performance AC with low growth, no ReFuelEU, no H2 AC - CO2 emissions, contribution AAF tank-to-wake [kg]","mid-performance AC with low growth, ReFuelEU extended, no H2 AC - CO2 emissions, total [kg]","mid-performance AC with low growth, ReFuelEU extended, no H2 AC - CO2 emissions, contribution aircraft system [kg]","mid-performance AC with low growth, ReFuelEU extended, no H2 AC - CO2 emissions, contribution fossil kerosene well-to-tank [kg]","mid-performance AC with low growth, ReFuelEU extended, no H2 AC - CO2 emissions, contribution fossil kerosene tank-to-wake [kg]","mid-performance AC with low growth, ReFuelEU extended, no H2 AC - CO2 emissions, contribution AAF well-to-tank infrastructure [kg]","mid-performance AC with low growth, ReFuelEU extended, no H2 AC - CO2 emissions, contribution AAF well-to-tank operations [kg]","mid-performance AC with low growth, ReFuelEU extended, no H2 AC - CO2 emissions, contribution AAF tank-to-wake [kg]","mid-performance AC with low growth, ReFuelEU extended, with H2 AC - CO2 emissions, total [kg]","mid-performance AC with low growth, ReFuelEU extended, with H2 AC - CO2 emissions, contribution aircraft system [kg]","mid-performance AC with low growth, ReFuelEU extended, with H2 AC - CO2 emissions, contribution fossil kerosene well-to-tank [kg]","mid-performance AC with low growth, ReFuelEU extended, with H2 AC - CO2 emissions, contribution fossil kerosene tank-to-wake [kg]","mid-performance AC with low growth, ReFuelEU extended, with H2 AC - CO2 emissions, contribution AAF well-to-tank infrastructure [kg]","mid-performance AC with low growth, ReFuelEU extended, with H2 AC - CO2 emissions, contribution AAF well-to-tank operations [kg]","mid-performance AC with low growth, ReFuelEU extended, with H2 AC - CO2 emissions, contribution AAF tank-to-wake [kg]","low-performance AC with degrowth, no ReFuelEU, no H2 AC - CO2 emissions, total [kg]","low-performance AC with degrowth, no ReFuelEU, no H2 AC - CO2 emissions, contribution aircraft system [kg]","low-performance AC with degrowth, no ReFuelEU, no H2 AC - CO2 emissions, contribution fossil kerosene well-to-tank [kg]","low-performance AC with degrowth, no ReFuelEU, no H2 AC - CO2 emissions, contribution fossil kerosene tank-to-wake [kg]","low-performance AC with degrowth, no ReFuelEU, no H2 AC - CO2 emissions, contribution AAF well-to-tank infrastructure [kg]","low-performance AC with degrowth, no ReFuelEU, no H2 AC - CO2 emissions, contribution AAF well-to-tank operations [kg]","low-performance AC with degrowth, no ReFuelEU, no H2 AC - CO2 emissions, contribution AAF tank-to-wake [kg]","low-performance AC with degrowth, ReFuelEU extended, no H2 AC - CO2 emissions, total [kg]","low-performance AC with degrowth, ReFuelEU extended, no H2 AC - CO2 emissions, contribution aircraft system [kg]","low-performance AC with degrowth, ReFuelEU extended, no H2 AC - CO2 emissions, contribution fossil kerosene well-to-tank [kg]","low-performance AC with degrowth, ReFuelEU extended, no H2 AC - CO2 emissions, contribution fossil kerosene tank-to-wake [kg]","low-performance AC with degrowth, ReFuelEU extended, no H2 AC - CO2 emissions, contribution AAF well-to-tank infrastructure [kg]","low-performance AC with degrowth, ReFuelEU extended, no H2 AC - CO2 emissions, contribution AAF well-to-tank operations [kg]","low-performance AC with degrowth, ReFuelEU extended, no H2 AC - CO2 emissions, contribution AAF tank-to-wake [kg]","low-performance AC with degrowth, ReFuelEU extended, with H2 AC - CO2 emissions, total [kg]","low-performance AC with degrowth, ReFuelEU extended, with H2 AC - CO2 emissions, contribution aircraft system [kg]","low-performance AC with degrowth, ReFuelEU extended, with H2 AC - CO2 emissions, contribution fossil kerosene well-to-tank [kg]","low-performance AC with degrowth, ReFuelEU extended, with H2 AC - CO2 emissions, contribution fossil kerosene tank-to-wake [kg]","low-performance AC with degrowth, ReFuelEU extended, with H2 AC - CO2 emissions, contribution AAF well-to-tank infrastructure [kg]","low-performance AC with degrowth, ReFuelEU extended, with H2 AC - CO2 emissions, contribution AAF well-to-tank operations [kg]","low-performance AC with degrowth, ReFuelEU extended, with H2 AC - CO2 emissions, contribution AAF tank-to-wake [kg]"
2038,168628638631.82797,635230311.9444598,21036708956.121178,146912077497.3849,0.0,-24578834.98748371,69200701.36495136,143191401493.42096,635230311.9444598,15069818521.843681,105241668322.28871,6593686863.812941,-23655000901.761208,39305998375.29237,140336226663.29453,658809182.5835546,15028537080.088078,104953375016.37984,5264256630.625623,-17563620586.447666,31994869340.065094,123788152210.78741,426111930.0814635,15447791670.924877,107881283705.35886,0.0,-17850934.70916558,50815839.13136767,104785652342.2916,426111930.0814635,11066151912.338379,77281639953.01346,4506649566.576861,-17358297646.335392,28863396626.616844,103557449844.4565,441903523.2228254,11159331983.303993,77932372814.10239,3496312891.031347,-12018025909.245703,22545554542.04163,77313213524.80885,343114952.3683523,9638443383.444475,67311086741.57554,0.0,-11137417.00877186,31705864.429267358,65274858057.57081,343114952.3683523,6904577751.421954,48218847530.73344,2613996351.858459,-10814609524.635258,18008930995.823856,64376377963.55473,355819290.99250233,7016188805.791023,48998295109.87878,1703389287.7257898,-5847132169.759355,12149817638.926003
2039,169027210447.46222,645089000.7413602,21019217512.79228,147321212423.15308,0.0,-27701907.37826836,69393418.15378417,139369314824.0588,645089000.7413602,14468455876.739456,101407697996.12737,6863096245.471296,-27316517222.982002,43301492927.961334,136174578874.09213,669278570.3946086,14418572572.45923,101058071809.43591,5480739093.66349,-19512797649.563343,34060714477.70224,123261397213.28378,433570234.08565813,15332631201.080162,107464600754.30869,0.0,-20024543.150644295,50619566.95993912,101311663367.98776,433570234.08565813,10554127330.008154,73972631634.78175,4677687265.702963,-19912962879.59278,31586609783.00202,100062720866.65245,449859564.2874365,10666660249.24895,74761361571.5637,3648021098.1197195,-13110738951.515688,23647557334.948322,76640450663.30234,350312697.79587805,9523318716.403759,66747815837.52349,0.0,-12437132.651189573,31440544.2303915,62882843671.53293,350312697.79587805,6555320937.354462,45945470031.23177,2765457275.783142,-12352616870.396626,19618899599.764297,62014306152.535225,363487999.1053215,6690231196.125938,46891040097.2173,1838051497.7492158,-6026508693.826576,12258004056.164022
2040,169451973871.6236,641089878.9075925,21006341843.24186,147765788665.72552,0.0,-30849345.287665002,69602829.03626765,135081489330.42603,641089878.9075925,13871121177.128187,97574207623.19041,6889322514.613597,-31224175608.075775,47329923744.662,131636167096.12486,665126826.7268205,13813477760.883022,97168724130.3283,5496359802.3007145,-21649469758.51471,36141948334.40072,122726267434.9365,428527487.1001048,15218358825.539253,107051137739.01947,0.0,-22181428.21264842,50424811.49031485,97470622542.23016,428527487.1001048,10049141395.553684,70689095455.48058,4621341533.116064,-22606355142.434376,34288871813.414097,96267917789.7882,444625618.22434723,10179009855.77246,71602634594.76697,3618050978.9755297,-14316328865.691914,24739925607.740803,75956768581.28522,345985968.8089904,9408775794.219975,66184544933.47146,0.0,-13713339.24670209,31175224.031515643,60203151674.850685,345985968.8089904,6212898473.421892,43703651481.83206,2702509063.0346913,-13961045653.6776,21199152341.430637,59428103982.06039,358997015.8725198,6368661437.15304,44799341409.77868,1806083703.6379933,-6256522244.205806,12351542659.823952
2041,169940279783.83307,642704526.6229202,21013252837.885376,148246444168.8047,0.0,-31950983.986005105,69829234.5060875,130144116750.12653,642704526.6229202,13539304479.8381,95518469279.34988,4002427196.403797,-33277203700.422474,49718414968.3343,126422983706.9151,666800712.4135691,13473467678.227455,95053997081.27931,2632624212.447069,-21977482293.0983,36573576315.645996,122211405409.17972,427221233.66315377,15115859951.11295,106640913979.10583,0.0,-22821336.52493553,50231581.82270569,93194783542.2873,427221233.66315377,9739483550.291882,68711104154.62147,2473377459.2973866,-23921289113.353058,35764886257.76646,92216508926.94464,443269780.6978047,9887552392.58744,69755715359.36234,1715304925.9124217,-14184375040.161957,24599041508.54658,75284330432.43134,344674894.5301817,9301514315.946846,65621274029.419395,0.0,-14042711.297743998,30909903.832639784,57278216982.071556,344674894.5301817,5993171805.372453,42281241095.493835,1355148216.2946799,-14703870558.459124,22007851528.83953,57674210943.29849,357636245.7846888,6170801189.067087,43534399029.47869,1612367186.7269711,-5667601415.033133,11666608707.274181
2042,170470151231.26645,644360746.2887462,21024956465.10336,148763828359.07977,0.0,-33067279.671253476,70072940.46581574,128029790977.57423,644360746.2887462,13210277798.9844,93470419419.2117,3965023054.28525,-35394557747.762726,52134267706.5669,124039565598.55574,668517720.2007419,13136719255.953625,92949949829.27762,2608921197.329399,-22341449729.551846,37016907325.34621,121700608394.7476,425914440.34048325,15014161544.428572,106233948910.10004,0.0,-23456387.233417273,50039887.11192374,90985009952.04482,425914440.34048325,9433610255.028656,66748294062.57412,2404089061.5610642,-25256573878.730766,37229676011.27126,90024953936.73283,441913383.1540888,9598710626.34384,67916475473.1334,1680654227.644125,-14065681903.119705,24452882129.57708,74612366670.53322,343363820.25137293,9194719566.612453,65058003125.36736,0.0,-14364425.331762124,30644583.633763928,55646003978.58801,343363820.25137293,5777172474.069654,40876864394.92818,1299409863.5394037,-15450376797.720966,22799570223.520367,56082954753.39612,356275475.6968578,5975245416.88899,42278345977.87748,1578618070.8963697,-5078834763.500523,10973304575.536932
2043,171042296721.81924,646059001.6037557,21041500236.955494,149318602352.9202,0.0,-34199127.98450257,70334258.32427076,125888707481.56586,646059001.6037557,12883840065.049286,91428698989.4819,3928789986.8919954,-37578065021.09519,54579384459.6341,121646067808.37639,670278331.077588,12803031260.551338,90855248541.10315,2586758988.883085,-22742838276.173527,37473588962.93476,121193894576.43996,424607096.50529367,14913262310.461903,105830262084.14755,0.0,-24086651.242490694,49849736.567709975,88764021604.37048,424607096.50529367,9131482275.140253,64800520655.82622,2335822559.239335,-26611806558.88356,38683395576.54294,87825233506.99184,440556414.5701439,9312453537.664375,66084762543.61165,1645957309.3067415,-13960098995.030329,24301602696.86925,73940877295.59082,342052745.9725642,9088391546.216797,64494732221.31533,0.0,-14678481.348756477,30379263.434888072,54016632793.430885,342052745.9725642,5564878065.317339,39490521380.13505,1244841861.4271138,-16199969684.894339,23574308425.47315,54494714043.40994,354914705.6090268,5781983072.008957,41031182254.975044,1544868955.0657592,-4489865208.861046,10271630264.612204
2044,171799150768.4785,647799759.4904685,21062932241.886242,149911439166.79022,144302987.2369002,-37936892.02098903,70613505.09562962,123820144719.92651,647799759.4904685,12559787509.919159,89391913700.2571,3996553790.8226066,-39831622157.831535,57055712117.26874,119341910848.83557,672083029.3774031,12472199809.992691,88768524800.81534,2668972154.4897428,-23185177386.676617,37945308440.83702,120808339088.36952,423299191.4226921,14813160938.269451,105429873170.70663,119182221.36433539,-26837572.848657206,49661139.45506376,86623403627.70483,423299191.4226921,8833060449.43331,62867638228.85558,2361582562.7137914,-27988377484.41205,40126200679.69152,85624448506.61774,439198863.8107904,9028750184.600267,64260422931.96109,1619083501.9883354,-13868366656.181602,24145359680.438843,73343580195.27715,340741671.6937553,8982530254.759878,63931461317.2633,75007704.0820644,-16274695.75786317,30113943.23601222,52474819810.55385,340741671.6937553,5356266164.919346,38122212051.11448,1277238119.5525668,-16953704331.424181,24332066134.697872,52916556286.94332,353553935.5211957,5591003105.817199,39792907860.771385,1518378365.0608633,-3900872754.7273273,9561585774.5
2045,172317579576.47418,649583490.0610615,21089301150.08077,150543023931.45038,3841097.5357819884,-39081096.1541183,70911003.5003246,125476834348.3202,649583490.0610615,12237913623.858776,87358633196.83965,7885049882.89153,-42219588785.60346,59565242940.272675,120779970778.9962,673932302.7420769,12144018331.504648,86688374796.93698,6572305137.322467,-23732453266.22578,38433793476.715805,120190739580.17023,421990714.2487942,14713856100.844093,105032801957.25243,1568.4659222972862,-27384865.735586718,49474105.09457456,87784799119.0711,421990714.2487942,8538305691.335242,60949499885.14899,5757631931.306009,-29440877382.410553,41558248279.44263,85836189395.83,437840719.62779343,8747569703.886433,62443301743.50808,4058434486.123054,-13835268060.935385,23984310803.62004,72598083071.5559,339430597.4149467,8877135692.241693,63368190413.21126,0.0,-16522254.349130444,29848623.03713636,53871301267.15203,339430597.4149467,5151314358.6795225,36771936407.86646,4295450328.163028,-17759673776.16647,25072843351.194546,51587766859.437515,352193165.4333648,5402294469.703926,38563522795.26651,1749650498.0266988,-3323065174.1933117,8843171105.200321
2046,173013147033.22113,652092552.6376959,21112262843.847214,151214054110.01477,3806634.2462127623,-40296189.59251677,71227082.06775576,124131745298.84225,652092552.6376959,11068359910.131004,79275802254.77515,14164296222.857367,-48836987770.06244,67808182128.50349,119208979039.28644,676534283.0629886,10975738302.205582,78612411080.83125,12792204406.20171,-28439205736.22706,44591296703.211945,119691048704.1771,421120664.4546164,14609538298.15916,104639068349.98479,1567.3289092047833,-27968818.613127314,49288642.86275528,85596447894.67744,421120664.4546164,7659227682.076438,54858300965.87496,9514529045.922472,-33779518468.99407,46922788005.343025,84560243246.41547,436937647.87309885,7865124579.033037,56333012831.09565,8822587293.447592,-16765124562.31787,27867705457.28395,71924909087.47096,338471812.0402178,8768721772.378036,62804919509.15922,0.0,-16787308.94475691,29583302.83826051,51552927938.02641,338471812.0402178,4597108763.107644,32926240943.27106,5803030137.775648,-20275228020.192154,28163304302.024,48845158141.880035,351198094.2823677,4844002173.092107,34694585423.10861,2882904080.771373,-4537686741.604577,10610155112.230156
2047,172722998826.85507,955959043.4958438,20977621609.09427,150756992180.89554,2617451.2543305615,-41203247.87729165,71011789.99237937,114890775274.14871,955959043.4958438,9822438132.122177,70589567124.2212,13214149345.786594,-55247882923.368744,75556544551.89165,109159671472.07898,991169268.3332852,9729607241.674465,69922432113.10516,11290873507.776943,-32114112677.040226,49339702018.22935,119057280837.8691,490675357.0295649,14480568786.053516,104065514953.68715,1566.1918961105566,-28498304.34520775,49018479.25217838,79155944989.10043,490675357.0295649,6780296340.043066,48727024510.58086,9125842751.276922,-38123555894.14778,52155661924.317795,77943711246.8656,508653832.5310711,6981298038.268835,50171535809.92817,8370342159.700622,-19508277849.53266,31420159255.969563,71465438283.93803,99659708.312219,8715920278.438606,62637507232.76633,0.0,-17153381.408886634,29504445.829763725,47717096611.81854,99659708.312219,4081091235.9272294,29329017893.881577,5765225818.983551,-22950628408.154633,31392730362.868603,47850442935.39728,103196368.98140705,4306043417.641619,30945650843.590683,5805435893.242931,-6917368256.815892,13607484668.756533
2048,172179938402.32196,957719413.2283881,20849078780.54664,150340808480.89526,3636321.376585453,-42120346.71047245,70815752.98557037,106047573923.26273,957719413.2283881,8594117516.343388,61971398793.52563,13034570305.187784,-61789557616.05322,83279325511.03076,100094497046.9591,992996034.3249204,8503514675.952779,61318069962.14823,11118039653.590124,-35869831355.83462,54031708076.77766,118357281693.58302,489605424.60130244,14352606621.036709,103495339335.00417,1565.0548830197786,-29021158.806438513,48749906.69241208,72724736666.45523,489605424.60130244,5916232043.889068,42661410511.27736,8850816073.598728,-42523217657.18782,57329890270.276596,71435967078.31451,507544609.7244601,6108149197.896589,44045307632.03477,8151350553.162789,-22317834758.71747,34941449844.21337,71174593076.30981,176358366.57147095,8645370633.946678,62340980357.23648,0.0,-17481052.796398863,29364771.351601176,43775040392.7727,176358366.57147095,3563674538.4552593,25697332573.468163,5423680810.907612,-25618977006.112785,34532971109.48298,43654520556.673195,182726449.5450909,3769257509.4529467,27179772656.074364,5325615686.264182,-8999868843.088224,16197017098.424845
2049,171681656253.62537,959534506.0549407,20726678438.609116,149966238818.13815,1582576.3865777776,-43017403.20193288,70639317.63856299,96947254449.64694,959534506.0549407,7382388718.504098,53414688363.43891,12669595212.940756,-68462393469.76088,90983441118.46912,90812996286.47337,994879563.9450858,7296443475.499955,52792838370.647354,10760899566.877014,-39705922933.44417,58673858242.948135,117661692805.34871,488535572.6318729,14225649843.41315,102928561760.60153,0.0,-29537306.027596407,48482934.72976124,66191713122.32777,488535572.6318729,5066864776.643404,36660898435.99215,8504782862.176581,-46975388457.048706,62446019931.93247,64805896829.32441,506435470.3768602,5245546688.623464,37953737245.830956,7859620742.1977415,-25191589235.346275,38432145917.64167,70877050008.78685,99093493.66672213,8592944406.342985,62173568080.84359,0.0,-17841886.409554593,29285914.343104396,40001866437.9081,99093493.66672213,3060618517.917062,22144862668.11438,5359255282.088887,-28382221197.7974,37720257673.91845,39924817679.49691,102609928.88066696,3241574886.8627806,23454158131.029747,5437408909.563978,-11483322701.856398,19172388525.016136
2050,167875700524.3002,1018108737.3974276,20197269019.92491,146634187455.99258,96589.00974816467,-43031083.508722484,69069805.48427042,83681909083.03038,1018108737.3974276,6062211811.883416,44012262367.981766,9637186800.747044,-73745588312.95789,96697727677.9786,76551153232.35121,1084721911.868663,5977614884.121813,43398080235.17171,7021392390.3296175,-41083389134.670235,60152732945.52965,115807196939.65094,478168701.447048,13960005497.678104,101351032212.01875,0.0,-29749334.90383602,47739863.41087797,58308672145.00864,478168701.447048,4190096697.6522574,30420519923.56741,7348125449.24254,-50964047402.12977,66835808775.22916,56278902510.25685,509379894.35764354,4350823839.697361,31587415004.910202,6301325440.928783,-26899182731.371216,40429141061.73408,70522891085.62248,96938724.62688479,8524711403.169855,61890254997.71717,0.0,-18166503.912454084,29152464.021032922,35875976512.096596,96938724.62688479,2558692767.3346233,18576364681.65598,4961065283.834482,-31130534574.80146,40813449629.44608,35586655562.01156,103214888.87520462,2718093226.909398,19733627915.947723,4947773401.386242,-13701602756.823887,21785548885.716877
2051,165026293085.7059,870644579.4455583,19804618018.436806,144326129336.2146,99634.70953101116,-43181112.88495992,67982629.78435189,76969662680.56656,870644579.4455583,5349921825.890884,38987548695.12551,9105766079.336878,-76598857984.38602,99254639485.15375,70052228515.2795,927627346.7519944,5264522368.467402,38365200254.68248,6973242697.370293,-40570612259.74475,59092248107.752075,114296811833.14908,402527306.61532146,13740826048.580885,100136252849.09401,0.0,-29962031.19509419,47167660.05394459,53949113767.781715,402527306.61532146,3711878972.603141,27050313425.96837,7065767790.960776,-53146157407.124985,68864783678.7591,51891603675.12588,428797359.79396445,3864045412.5372148,28159226168.95143,6154682932.075658,-27109023817.622593,40393875619.39021,69994435133.8562,171645828.6810381,8423801124.503406,61388440285.28203,0.0,-18368196.437484715,28916091.827219374,33458875913.1437,171645828.6810381,2275564085.6587486,16583170462.257275,4806047182.536994,-32595045713.73064,42217494067.74029,32813618599.813835,182802065.7602097,2430248628.0874786,17710433874.058445,4479644927.38722,-14098687295.25762,22109176399.778103
2052,162653188868.43927,829452231.6077054,19458561419.646194,142341427338.8963,102730.1419097671,-43402617.924473874,67047766.071616694,71018422811.47763,829452231.6077054,4672390936.183178,34179032077.3738,8988141697.381762,-79563198559.92618,101912604428.85738,64050117949.44166,883746700.92717,4588691437.283333,33566761422.621,7009478734.083776,-40277534995.24224,58278974649.76862,112651164351.50941,449961656.4639846,13491687832.903347,98693118259.36626,0.0,-30091290.662071228,46487893.43792243,49351329051.408066,449961656.4639846,3239624892.3429747,23698197480.98839,6471426647.795868,-55169479651.82526,70661598025.6421,47054347212.181496,479330167.14624214,3382372979.378731,24742414780.528927,5492574778.001053,-26920280954.143936,39877935461.270485,69565075022.98528,96515473.5970918,8353280509.739038,61105127202.15561,0.0,-18630804.01158972,28782641.505147897,30917400356.278687,96515473.5970918,2005790217.446092,14672566811.923306,4567325867.8054695,-34174413102.318077,43749615087.82481,30432229539.884167,102764075.73491135,2148666000.646247,15717718222.36311,4469531553.692969,-15101879351.612528,23095429039.059456
2053,160341293366.00385,835613833.4864413,19115971687.282032,140367088133.29614,105876.13849316629,-43603947.7937117,66117783.5944287,64937823778.80904,835613833.4864413,4016362235.44695,29491834425.20479,8605771673.112774,-82477856467.63928,104466098079.19736,57849592534.12292,890313305.314241,3936295449.1315985,28903910262.356514,6674698208.32436,-39869902508.87717,57314277817.87337,110960803619.19615,449586015.28407407,13244234338.152374,97251379056.93288,0.0,-30204575.27106328,45808784.09787848,44983029363.777245,449586015.28407407,2782680551.2876415,20433006105.0084,6089361267.699192,-57149483450.15007,72377878874.64801,42563711934.18555,478929931.0409851,2914094623.642083,21397969381.68053,5165195894.92477,-26684397066.06223,39291919168.959404,69037227746.6045,170894754.56927004,8253296560.5788555,60603312489.720474,0.0,-18822327.575426176,28546269.311334353,27890103203.190163,170894754.56927004,1734059307.3752465,12733062153.918257,3775490295.8482146,-35626508820.42911,45103105511.90828,27170163868.311607,182001890.62257597,1867682360.7001753,13714245805.449772,3511630507.708802,-15505883395.422869,23400486699.25315
2054,158043855769.4918,841883614.9036098,18776858027.985504,138403298249.66507,408470.357228803,-43785363.6346597,65192770.21502777,58955554824.66538,841883614.9036098,3381525207.6412106,24925056213.046227,8232355023.844017,-85341408387.41524,106916143152.64557,51784393866.91405,896995194.0714766,3307029706.369634,24375953532.215313,6350968747.338032,-39344936104.62537,56198382791.54495,109273797053.6134,449211339.4230284,12998464532.327484,95811043614.11761,249143.23580394767,-30301911.468004636,45130335.97746858,40692493215.48704,449211339.4230284,2340894062.8503714,17254615158.120224,5718816452.330822,-59084794800.28589,74013751003.04848,38146640246.72246,478530723.1731175,2459077015.8361597,18125735899.712852,4847639300.8023,-26400302891.355156,38635960198.55319,68435307524.38437,170519217.51338574,8153832353.024177,60101497777.28535,156425.0192789816,-19008145.575333536,28309897.11752081,25343901757.74714,170519217.51338574,1468424035.5621321,10823681440.631672,3525784922.0705285,-37072739130.76471,46428231272.73413,24566429311.475838,181601803.053759,1590276096.905887,11721846999.712994,3292823810.968741,-15915236862.168228,23695117463.002686
2055,155760072990.26923,848263200.497161,18441229715.781666,136450247575.79848,2352.738724415823,-43942669.92402619,64272815.37717405,52545172572.35249,848263200.497161,2767568241.4879923,20477776024.38195,7334313908.804303,-88146534944.01483,109263786141.19592,44241895487.70131,903794098.4703864,2700588667.283355,19982181119.725292,4407763351.624535,-38683954688.81797,54931522939.41571,107589404580.02586,448837626.5344962,12754377372.874493,94372120353.47826,0.0,-30383325.905386824,44452553.04401059,36243322385.56724,448837626.5344962,1914113662.7625542,14162899502.773115,5119429364.844629,-60971297946.16556,75569340174.818,32642550829.247433,478132541.037785,2017186978.2815359,14925559023.737022,3367321014.774682,-26055841830.903522,37910193102.31994,68007401481.13978,95880597.05240135,8084418348.257323,59818184694.15892,0.0,-19258605.12430741,28176446.79544933,23217352207.592045,95880597.05240135,1213269386.9320633,8977216312.279972,3687771985.8697433,-38656745626.80601,47899959552.26387,21681574725.882774,102087856.02447008,1318069100.9933648,9752649792.038633,2790700019.6818686,-16941157211.890232,24659225169.03467
2056,153477252970.37286,854713300.398828,18094978723.611008,134508129417.4721,2298.0727673926162,-43928779.316465616,63358010.13461539,46902584675.612434,854713300.398828,2172483688.6776576,16149050055.124199,6935238850.8398905,-90718999056.35127,111510097836.92314,38561555477.08965,910668208.3337413,2115015841.9785812,15721865658.87749,4061940001.413389,-37761874274.636536,53513940041.122986,105898710919.00668,448443268.1139815,12502217807.368393,92934617748.10777,0.0,-30343343.87208675,43775439.28862616,32235975886.284393,448443268.1139815,1501016645.206809,11157732996.271057,4770995994.9959755,-62686986166.28546,77044773147.98204,28520259236.999542,477712401.0515751,1587053297.4171913,11797282195.356863,3103314128.2457147,-25559856322.12116,37114753537.049355,67474357966.22526,169759935.75121582,7979654890.968318,59316369981.7238,0.0,-19366916.819712386,27940074.601635788,20659642063.394234,169759935.75121582,958037605.7190566,7121525160.387041,3255442505.237144,-40019654442.57923,49174531298.879005,18909226138.081497,180792901.99261412,1046616583.5554428,7779972611.277791,2259813713.4517727,-17293255751.112793,24935286078.916668
2057,153845433609.05225,863883694.5522441,18063558793.10796,134899111114.46432,7630.225104656555,-44669799.41829239,63542176.12092242,44021101805.53322,863883694.5522441,1626533558.1587932,12146993497.050291,8604917364.028013,-94867986848.33493,115646760540.07881,36661638419.732994,920588415.4075949,1581719343.4472342,11812319815.129505,6608553803.591259,-40067692893.5535,55806149935.71089,105424886965.84164,449829697.3829229,12395109576.667912,92566989883.34793,0.0,-30644465.3271837,43602273.77006535,29537069633.979515,449829697.3829229,1116117920.8605404,8335196687.845222,5383305389.131012,-65103518322.75913,79356138261.51894,26256729208.090782,479289876.49736404,1180570478.5657208,8816530008.873852,4286753202.465875,-27116045324.320602,38609630966.008575,67150511399.405174,318669682.11168057,7891284109.3088875,58932308084.47502,0.0,-19509644.572232958,27759168.081832193,18530788350.84733,318669682.11168057,710570855.2654314,5306561008.106796,3127944812.0086355,-41454643915.57982,50521685908.9346,16871657060.830965,339509932.4203852,780564414.3872288,5829274666.993923,2327308241.6992764,-18016919990.992195,25611919796.32235
